"id","armA","armB","responded","female","age","agegrp","edu","town","camp"
530,0,1,0,1,49,"45-59","secondary","city","none"
531,0,1,0,0,50,"45-59","secondary","town","opp"
532,1,0,0,1,47,"45-59","secondary","town","opp"
533,0,1,1,0,26,"18-29","secondary","town","gov"
534,1,0,0,1,57,"45-59","secondary","town","none"
535,1,0,0,1,52,"45-59","higher","rural","none"
536,0,1,0,0,69,"60+","secondary","town","none"
537,1,0,0,0,28,"18-29","secondary","rural","gov"
538,1,0,0,0,76,"60+","secondary","city","gov"
539,0,1,0,1,51,"45-59","secondary","city","opp"
540,0,1,0,1,53,"45-59","secondary","city","none"
541,0,1,0,1,33,"30-44","secondary","town","none"
542,1,0,0,1,52,"45-59","secondary","rural","none"
543,0,1,0,0,67,"60+","basic","town","none"
544,1,0,1,0,73,"60+","basic","town","opp"
545,0,1,0,1,39,"30-44","secondary","rural","none"
546,1,0,1,1,51,"45-59","basic","city","opp"
547,0,1,0,1,75,"60+","basic","town","gov"
548,0,1,0,0,59,"45-59","secondary","city","opp"
549,1,0,0,1,44,"30-44","higher","city","gov"
550,0,1,0,0,54,"45-59","secondary","rural","none"
551,0,1,0,0,22,"18-29","higher","rural","none"
552,1,0,1,1,51,"45-59","secondary","town","gov"
553,1,0,0,1,58,"45-59","secondary","rural","none"
554,0,1,0,0,48,"45-59","secondary","town","opp"
555,0,1,0,0,44,"30-44","secondary","rural","none"
556,0,1,0,0,63,"60+","secondary","town","gov"
557,1,0,0,1,66,"60+","basic","rural","none"
558,1,0,0,0,57,"45-59","higher","town","opp"
559,1,0,0,0,56,"45-59","secondary","town","none"
560,0,1,0,1,45,"45-59","secondary","city","none"
561,0,1,0,0,33,"30-44","secondary","city","gov"
562,0,1,0,1,31,"30-44","secondary","rural","none"
563,1,0,1,1,47,"45-59","secondary","rural","gov"
564,0,1,0,1,63,"60+","secondary","rural","opp"
565,1,0,0,0,45,"45-59","secondary","city","none"
566,0,1,0,1,60,"60+","higher","city","none"
567,1,0,0,1,58,"45-59","secondary","city","none"
568,1,0,0,0,55,"45-59","basic","town","opp"
569,0,1,0,1,54,"45-59","secondary","town","gov"
570,1,0,0,0,68,"60+","secondary","rural","none"
571,0,1,0,1,47,"45-59","higher","rural","opp"
572,1,0,0,1,74,"60+","higher","city","none"
573,1,0,0,1,39,"30-44","secondary","town","gov"
574,1,0,0,1,57,"45-59","secondary","town","opp"
575,1,0,0,0,22,"18-29","higher","town","gov"
576,0,1,0,0,58,"45-59","secondary","rural","none"
577,1,0,0,0,58,"45-59","secondary","city","none"
578,1,0,0,1,62,"60+","secondary","rural","gov"
579,1,0,0,1,31,"30-44","secondary","rural","none"
580,1,0,1,0,82,"60+","secondary","rural","none"
581,0,1,0,0,60,"60+","basic","city","opp"
582,0,1,0,1,66,"60+","secondary","rural","opp"
583,0,1,0,1,52,"45-59","basic","town","none"
584,0,1,0,1,31,"30-44","higher","rural","opp"
585,1,0,0,1,54,"45-59","secondary","city","none"
586,1,0,0,1,57,"45-59","higher","town","opp"
587,1,0,0,1,56,"45-59","secondary","rural","none"
588,1,0,0,1,59,"45-59","basic","rural","none"
589,1,0,0,0,51,"45-59","secondary","rural","none"
590,1,0,0,0,49,"45-59","secondary","rural","gov"
591,1,0,0,1,46,"45-59","secondary","town","none"
592,1,0,0,0,76,"60+","secondary","city","gov"
593,1,0,0,0,69,"60+","higher","rural","gov"
594,0,1,0,0,62,"60+","higher","city","none"
595,1,0,0,0,24,"18-29","secondary","rural","opp"
596,0,1,0,0,38,"30-44","basic","town","none"
597,1,0,1,1,64,"60+","higher","rural","gov"
598,0,1,0,1,40,"30-44","secondary","rural","none"
599,0,1,0,1,74,"60+","basic","town","opp"
600,1,0,0,0,59,"45-59","secondary","city","none"
601,0,1,0,0,35,"30-44","secondary","rural","gov"
602,0,1,0,0,60,"60+","basic","city","none"
603,1,0,0,1,49,"45-59","secondary","town","opp"
604,0,1,0,0,47,"45-59","basic","town","gov"
605,1,0,0,0,46,"45-59","secondary","rural","none"
606,0,1,0,0,78,"60+","secondary","rural","opp"
607,1,0,0,1,42,"30-44","secondary","city","gov"
608,0,1,0,1,67,"60+","secondary","town","gov"
609,0,1,1,0,71,"60+","higher","rural","gov"
610,1,0,0,0,43,"30-44","secondary","city","gov"
611,1,0,0,0,23,"18-29","secondary","city","gov"
612,1,0,1,1,38,"30-44","higher","town","gov"
613,0,1,0,0,67,"60+","basic","town","opp"
614,0,1,0,0,22,"18-29","secondary","city","none"
615,1,0,0,1,60,"60+","basic","rural","gov"
616,0,1,0,1,40,"30-44","higher","rural","none"
617,0,1,0,1,42,"30-44","secondary","town","opp"
618,1,0,0,0,76,"60+","secondary","rural","none"
619,1,0,0,0,59,"45-59","higher","city","opp"
620,1,0,0,1,48,"45-59","higher","rural","none"
621,1,0,0,0,60,"60+","secondary","town","gov"
622,1,0,0,1,68,"60+","secondary","town","none"
623,0,1,1,0,38,"30-44","secondary","city","gov"
624,0,1,0,0,30,"30-44","secondary","city","gov"
625,1,0,0,1,56,"45-59","secondary","rural","gov"
626,1,0,0,0,44,"30-44","secondary","rural","opp"
627,1,0,0,1,72,"60+","secondary","city","none"
628,0,1,0,1,40,"30-44","secondary","town","none"
629,1,0,0,0,42,"30-44","basic","town","none"
630,0,1,0,1,57,"45-59","secondary","rural","opp"
631,1,0,1,1,30,"30-44","higher","town","gov"
632,0,1,0,1,55,"45-59","basic","town","opp"
633,0,1,0,1,29,"18-29","basic","city","gov"
634,1,0,0,1,63,"60+","basic","rural","gov"
635,0,1,0,1,44,"30-44","higher","rural","gov"
636,0,1,0,1,36,"30-44","secondary","city","opp"
637,1,0,0,0,38,"30-44","secondary","town","none"
638,0,1,0,0,75,"60+","basic","rural","none"
639,1,0,0,1,60,"60+","secondary","town","gov"
640,1,0,1,0,56,"45-59","secondary","rural","gov"
641,1,0,0,1,22,"18-29","higher","town","gov"
642,0,1,0,0,30,"30-44","higher","city","gov"
643,0,1,0,1,65,"60+","higher","town","none"
644,1,0,0,0,31,"30-44","secondary","rural","gov"
645,1,0,1,1,69,"60+","higher","rural","opp"
646,1,0,1,1,28,"18-29","secondary","rural","opp"
647,1,0,0,1,38,"30-44","secondary","rural","gov"
648,1,0,0,0,54,"45-59","secondary","city","none"
649,0,1,0,1,34,"30-44","secondary","town","none"
650,0,1,0,0,65,"60+","secondary","rural","none"
651,0,1,0,0,74,"60+","basic","city","gov"
652,1,0,1,1,32,"30-44","secondary","rural","gov"
653,0,1,0,0,47,"45-59","secondary","city","gov"
654,1,0,0,1,31,"30-44","higher","rural","gov"
655,0,1,1,0,43,"30-44","secondary","rural","gov"
656,0,1,0,1,50,"45-59","higher","city","gov"
657,1,0,1,0,61,"60+","secondary","town","opp"
658,0,1,1,1,34,"30-44","secondary","rural","gov"
659,1,0,0,0,54,"45-59","secondary","rural","gov"
660,1,0,0,1,32,"30-44","secondary","rural","opp"
661,1,0,0,1,65,"60+","secondary","city","opp"
662,0,1,1,1,46,"45-59","higher","rural","gov"
663,0,1,0,1,28,"18-29","secondary","city","gov"
664,0,1,0,0,25,"18-29","secondary","town","gov"
665,1,0,0,0,80,"60+","secondary","town","opp"
666,1,0,0,1,46,"45-59","secondary","town","none"
667,0,1,0,1,51,"45-59","secondary","rural","opp"
668,1,0,0,1,53,"45-59","secondary","rural","none"
669,1,0,1,1,63,"60+","basic","rural","opp"
670,1,0,1,0,39,"30-44","secondary","town","gov"
671,1,0,0,1,73,"60+","basic","rural","none"
672,1,0,0,0,26,"18-29","secondary","rural","gov"
673,1,0,0,1,29,"18-29","secondary","town","none"
674,0,1,0,0,61,"60+","secondary","town","opp"
675,1,0,0,0,54,"45-59","basic","town","opp"
676,1,0,0,0,56,"45-59","secondary","city","none"
677,0,1,0,1,61,"60+","secondary","rural","gov"
678,1,0,0,0,32,"30-44","secondary","town","none"
679,0,1,0,0,26,"18-29","higher","rural","gov"
680,0,1,0,0,60,"60+","higher","rural","gov"
681,0,1,0,1,66,"60+","secondary","town","gov"
682,1,0,0,0,50,"45-59","higher","rural","opp"
683,0,1,0,0,33,"30-44","basic","rural","gov"
684,0,1,0,1,68,"60+","secondary","town","gov"
685,1,0,0,0,59,"45-59","secondary","town","gov"
686,1,0,1,1,21,"18-29","secondary","town","gov"
687,0,1,0,1,65,"60+","secondary","rural","opp"
688,1,0,0,1,58,"45-59","higher","rural","opp"
689,1,0,1,0,55,"45-59","higher","town","gov"
690,0,1,0,1,59,"45-59","secondary","town","opp"
691,1,0,1,0,42,"30-44","secondary","city","gov"
692,1,0,1,1,28,"18-29","basic","city","opp"
693,1,0,1,1,27,"18-29","secondary","rural","none"
694,1,0,1,0,60,"60+","secondary","city","opp"
695,1,0,0,0,50,"45-59","secondary","town","opp"
696,0,1,0,1,68,"60+","secondary","rural","none"
697,1,0,0,1,22,"18-29","higher","rural","opp"
698,1,0,0,1,60,"60+","secondary","rural","opp"
699,1,0,0,1,27,"18-29","basic","city","none"
700,0,1,0,1,35,"30-44","higher","town","opp"
701,0,1,0,0,36,"30-44","higher","rural","opp"
702,0,1,0,1,51,"45-59","higher","city","none"
703,1,0,0,0,27,"18-29","higher","town","none"
704,1,0,0,1,51,"45-59","basic","rural","none"
705,1,0,0,1,80,"60+","secondary","town","opp"
706,0,1,0,1,50,"45-59","secondary","town","none"
707,1,0,0,0,32,"30-44","higher","city","none"
708,1,0,0,0,32,"30-44","secondary","rural","none"
709,0,1,0,1,36,"30-44","secondary","town","none"
710,1,0,0,1,47,"45-59","secondary","city","opp"
711,0,1,0,0,34,"30-44","secondary","town","gov"
712,0,1,0,1,54,"45-59","higher","rural","none"
713,1,0,0,0,45,"45-59","secondary","town","none"
714,0,1,0,1,69,"60+","basic","rural","gov"
715,0,1,0,1,48,"45-59","secondary","town","opp"
716,0,1,0,1,57,"45-59","secondary","town","gov"
717,1,0,0,0,30,"30-44","secondary","town","none"
718,1,0,1,1,45,"45-59","higher","town","gov"
719,1,0,0,0,33,"30-44","secondary","town","gov"
720,1,0,0,1,52,"45-59","basic","city","gov"
721,1,0,0,1,58,"45-59","higher","city","none"
722,1,0,0,1,36,"30-44","higher","town","none"
723,1,0,0,0,35,"30-44","basic","town","none"
724,0,1,0,1,62,"60+","secondary","town","opp"
725,1,0,0,0,63,"60+","secondary","town","opp"
726,1,0,0,1,79,"60+","basic","rural","opp"
727,0,1,0,0,45,"45-59","secondary","city","none"
728,1,0,0,0,59,"45-59","secondary","rural","none"
729,0,1,1,0,37,"30-44","secondary","city","opp"
730,0,1,0,1,41,"30-44","basic","city","gov"
731,0,1,0,1,45,"45-59","higher","rural","none"
732,0,1,0,1,35,"30-44","higher","city","opp"
733,1,0,1,1,58,"45-59","secondary","town","none"
734,1,0,0,0,49,"45-59","secondary","city","opp"
735,1,0,0,0,23,"18-29","higher","rural","gov"
736,1,0,0,0,61,"60+","secondary","rural","opp"
737,0,1,0,0,30,"30-44","secondary","rural","gov"
738,1,0,0,1,59,"45-59","secondary","city","opp"
739,0,1,0,1,52,"45-59","higher","city","gov"
740,1,0,0,1,43,"30-44","secondary","city","none"
741,0,1,0,0,39,"30-44","secondary","town","opp"
742,1,0,0,0,41,"30-44","higher","town","none"
743,0,1,0,1,69,"60+","secondary","city","opp"
744,0,1,0,0,66,"60+","basic","town","none"
745,0,1,0,1,43,"30-44","basic","town","none"
746,0,1,0,0,33,"30-44","secondary","rural","none"
747,1,0,0,0,41,"30-44","secondary","rural","opp"
748,0,1,0,1,57,"45-59","secondary","town","gov"
749,0,1,0,1,38,"30-44","higher","town","gov"
750,1,0,0,0,32,"30-44","secondary","rural","gov"
751,1,0,0,0,53,"45-59","secondary","city","opp"
752,1,0,0,1,34,"30-44","secondary","town","gov"
753,0,1,0,0,70,"60+","basic","city","none"
754,1,0,0,1,38,"30-44","higher","town","opp"
755,1,0,0,1,49,"45-59","secondary","city","gov"
756,0,1,0,1,39,"30-44","higher","city","none"
757,1,0,0,1,80,"60+","secondary","town","none"
758,1,0,0,1,61,"60+","secondary","town","none"
759,1,0,0,1,49,"45-59","secondary","city","gov"
760,0,1,0,1,73,"60+","secondary","rural","opp"
761,1,0,0,1,69,"60+","basic","town","gov"
762,0,1,0,1,65,"60+","secondary","rural","gov"
763,0,1,0,1,64,"60+","basic","rural","opp"
764,0,1,0,0,21,"18-29","higher","rural","none"
765,0,1,0,0,60,"60+","secondary","rural","gov"
766,0,1,0,1,41,"30-44","higher","rural","gov"
767,1,0,0,1,41,"30-44","secondary","rural","gov"
768,0,1,0,1,42,"30-44","secondary","town","opp"
769,0,1,0,1,58,"45-59","basic","city","gov"
770,1,0,0,0,35,"30-44","higher","rural","none"
771,0,1,0,0,46,"45-59","higher","town","gov"
772,1,0,0,1,62,"60+","higher","town","gov"
773,0,1,0,0,44,"30-44","basic","town","none"
774,0,1,0,0,46,"45-59","higher","city","gov"
775,1,0,0,0,63,"60+","secondary","rural","none"
776,1,0,1,0,78,"60+","secondary","rural","gov"
777,1,0,0,1,46,"45-59","secondary","city","opp"
778,1,0,0,0,20,"18-29","secondary","city","gov"
779,1,0,0,0,64,"60+","higher","town","gov"
780,1,0,1,0,45,"45-59","secondary","town","none"
781,0,1,0,1,55,"45-59","basic","town","opp"
782,0,1,0,0,48,"45-59","secondary","town","gov"
783,0,1,0,1,66,"60+","secondary","rural","gov"
784,0,1,0,1,37,"30-44","secondary","city","none"
785,0,1,1,1,52,"45-59","secondary","city","opp"
786,1,0,0,0,40,"30-44","secondary","rural","none"
787,0,1,0,1,49,"45-59","secondary","town","none"
788,0,1,0,1,62,"60+","higher","city","none"
789,0,1,0,1,64,"60+","higher","town","none"
790,0,1,0,1,81,"60+","secondary","rural","opp"
791,1,0,0,1,57,"45-59","secondary","town","none"
792,1,0,0,0,24,"18-29","secondary","town","none"
793,0,1,1,0,44,"30-44","higher","rural","gov"
794,0,1,0,0,41,"30-44","secondary","town","opp"
795,1,0,0,1,51,"45-59","secondary","town","gov"
796,1,0,0,1,46,"45-59","secondary","town","none"
797,1,0,0,1,33,"30-44","secondary","rural","opp"
798,0,1,0,1,57,"45-59","higher","rural","gov"
799,0,1,0,0,34,"30-44","secondary","city","gov"
800,0,1,0,1,44,"30-44","higher","town","opp"
801,0,1,0,1,38,"30-44","higher","town","opp"
802,1,0,0,0,43,"30-44","secondary","rural","gov"
803,1,0,1,1,22,"18-29","secondary","rural","opp"
804,0,1,0,0,53,"45-59","basic","rural","none"
805,1,0,0,1,40,"30-44","secondary","city","opp"
806,1,0,0,1,36,"30-44","secondary","city","opp"
807,0,1,0,0,38,"30-44","secondary","town","gov"
808,0,1,0,0,36,"30-44","higher","rural","gov"
809,1,0,0,0,53,"45-59","higher","rural","opp"
810,0,1,0,0,78,"60+","secondary","town","gov"
811,1,0,0,0,59,"45-59","secondary","city","opp"
812,1,0,1,1,69,"60+","secondary","rural","gov"
813,0,1,0,0,57,"45-59","secondary","rural","gov"
814,1,0,0,0,52,"45-59","higher","rural","none"
815,1,0,0,1,65,"60+","secondary","rural","gov"
816,1,0,0,0,30,"30-44","higher","town","opp"
817,1,0,0,0,45,"45-59","higher","rural","opp"
818,1,0,0,0,42,"30-44","secondary","rural","none"
819,0,1,0,1,77,"60+","higher","town","gov"
820,0,1,0,1,29,"18-29","higher","city","opp"
821,0,1,0,1,39,"30-44","higher","city","gov"
822,0,1,0,1,39,"30-44","basic","rural","opp"
823,0,1,0,0,26,"18-29","secondary","city","gov"
824,0,1,0,1,82,"60+","secondary","city","opp"
825,0,1,0,0,27,"18-29","secondary","rural","opp"
826,0,1,0,1,48,"45-59","higher","town","none"
827,0,1,0,1,28,"18-29","secondary","city","opp"
828,0,1,0,0,71,"60+","basic","city","none"
829,0,1,1,1,43,"30-44","basic","rural","gov"
830,1,0,1,0,46,"45-59","secondary","rural","gov"
831,1,0,0,0,72,"60+","secondary","rural","gov"
832,0,1,0,0,50,"45-59","secondary","town","opp"
833,0,1,0,1,45,"45-59","secondary","town","gov"
834,1,0,1,1,56,"45-59","higher","town","gov"
835,1,0,0,0,51,"45-59","secondary","town","gov"
836,0,1,0,0,60,"60+","secondary","city","gov"
837,1,0,0,1,23,"18-29","basic","rural","none"
838,1,0,0,1,30,"30-44","higher","town","gov"
839,1,0,0,1,41,"30-44","secondary","rural","none"
840,0,1,0,1,36,"30-44","higher","rural","opp"
841,0,1,0,0,48,"45-59","secondary","town","gov"
842,1,0,1,0,38,"30-44","secondary","city","none"
843,1,0,1,1,67,"60+","basic","town","none"
844,1,0,0,0,37,"30-44","basic","city","opp"
845,0,1,0,0,36,"30-44","higher","rural","opp"
846,1,0,0,1,45,"45-59","secondary","rural","opp"
847,1,0,1,1,33,"30-44","higher","city","gov"
848,0,1,0,1,54,"45-59","secondary","town","gov"
849,1,0,0,1,59,"45-59","secondary","rural","none"
850,0,1,0,0,54,"45-59","higher","town","opp"
851,0,1,0,1,55,"45-59","higher","city","gov"
852,0,1,0,1,68,"60+","basic","city","none"
853,1,0,0,1,60,"60+","secondary","rural","opp"
854,1,0,0,0,34,"30-44","secondary","rural","opp"
855,1,0,0,0,30,"30-44","secondary","rural","opp"
856,0,1,0,1,60,"60+","secondary","rural","gov"
857,0,1,0,1,54,"45-59","secondary","city","none"
858,1,0,0,0,79,"60+","secondary","rural","none"
859,1,0,0,0,49,"45-59","higher","rural","opp"
860,0,1,0,1,31,"30-44","secondary","town","opp"
861,0,1,0,0,51,"45-59","basic","town","none"
862,0,1,0,1,32,"30-44","higher","rural","gov"
863,0,1,0,0,27,"18-29","secondary","rural","none"
864,0,1,0,0,63,"60+","higher","city","gov"
865,0,1,0,0,38,"30-44","secondary","rural","gov"
866,0,1,0,1,74,"60+","secondary","rural","gov"
867,0,1,0,0,73,"60+","secondary","town","none"
868,1,0,0,0,44,"30-44","secondary","rural","opp"
869,0,1,0,0,54,"45-59","secondary","rural","none"
870,0,1,0,1,71,"60+","higher","town","none"
871,1,0,0,0,50,"45-59","higher","rural","gov"
872,1,0,0,1,57,"45-59","secondary","town","none"
873,1,0,0,0,59,"45-59","basic","rural","none"
874,1,0,0,1,59,"45-59","higher","rural","none"
875,0,1,0,0,62,"60+","secondary","rural","opp"
876,1,0,0,0,40,"30-44","secondary","rural","none"
877,1,0,0,1,41,"30-44","secondary","rural","opp"
878,1,0,0,0,77,"60+","secondary","rural","none"
879,1,0,1,1,76,"60+","secondary","town","gov"
880,0,1,0,0,27,"18-29","higher","town","gov"
881,1,0,0,0,73,"60+","higher","town","none"
882,1,0,0,0,34,"30-44","secondary","city","gov"
883,0,1,0,1,57,"45-59","secondary","town","gov"
884,1,0,0,1,74,"60+","secondary","town","gov"
885,0,1,1,1,79,"60+","basic","town","gov"
886,1,0,0,1,67,"60+","secondary","rural","opp"
887,1,0,0,0,75,"60+","secondary","town","none"
888,1,0,0,0,57,"45-59","secondary","town","gov"
889,0,1,0,0,54,"45-59","secondary","rural","gov"
890,0,1,0,1,53,"45-59","secondary","rural","none"
891,0,1,0,1,58,"45-59","secondary","town","gov"
892,1,0,0,1,40,"30-44","higher","rural","gov"
893,1,0,1,1,66,"60+","secondary","rural","none"
894,0,1,0,0,32,"30-44","secondary","city","opp"
895,1,0,0,1,69,"60+","secondary","rural","opp"
896,0,1,0,0,51,"45-59","basic","town","none"
897,0,1,0,0,71,"60+","secondary","rural","none"
898,1,0,0,1,39,"30-44","higher","city","gov"
899,1,0,0,0,22,"18-29","basic","rural","opp"
900,1,0,0,0,63,"60+","secondary","rural","gov"
901,1,0,1,1,38,"30-44","higher","rural","gov"
902,0,1,0,0,50,"45-59","higher","town","none"
903,0,1,0,0,74,"60+","secondary","town","opp"
904,0,1,0,0,66,"60+","higher","city","none"
905,0,1,0,1,58,"45-59","secondary","city","gov"
906,0,1,0,0,51,"45-59","secondary","town","none"
907,0,1,0,0,77,"60+","basic","rural","gov"
908,1,0,0,0,34,"30-44","higher","rural","opp"
909,1,0,0,1,22,"18-29","higher","town","none"
910,0,1,0,1,51,"45-59","secondary","rural","opp"
911,0,1,0,1,55,"45-59","secondary","town","opp"
912,1,0,0,1,76,"60+","basic","rural","gov"
913,0,1,1,0,38,"30-44","higher","rural","none"
914,1,0,0,0,65,"60+","secondary","rural","opp"
915,1,0,1,0,63,"60+","higher","rural","gov"
916,1,0,0,0,24,"18-29","higher","rural","gov"
917,1,0,0,0,74,"60+","basic","town","gov"
918,1,0,0,1,50,"45-59","secondary","town","gov"
919,0,1,0,1,38,"30-44","higher","city","gov"
920,0,1,0,0,72,"60+","secondary","town","opp"
921,1,0,0,0,44,"30-44","basic","rural","none"
922,1,0,0,1,72,"60+","secondary","rural","gov"
923,0,1,0,1,20,"18-29","secondary","rural","none"
924,0,1,0,1,19,"18-29","higher","town","none"
925,1,0,0,0,53,"45-59","secondary","town","opp"
926,1,0,0,1,37,"30-44","secondary","town","opp"
927,0,1,0,0,46,"45-59","secondary","town","gov"
928,0,1,0,1,24,"18-29","secondary","rural","gov"
929,0,1,0,1,55,"45-59","secondary","town","opp"
930,1,0,1,0,38,"30-44","higher","city","gov"
931,0,1,0,0,24,"18-29","higher","rural","none"
932,1,0,0,0,36,"30-44","secondary","rural","none"
933,1,0,0,0,37,"30-44","secondary","city","none"
934,0,1,0,0,41,"30-44","basic","city","opp"
935,1,0,0,1,50,"45-59","basic","town","none"
936,0,1,0,0,44,"30-44","secondary","town","gov"
937,1,0,0,1,56,"45-59","secondary","rural","none"
938,0,1,0,1,31,"30-44","secondary","city","none"
939,1,0,0,1,31,"30-44","secondary","rural","opp"
940,0,1,0,1,51,"45-59","secondary","rural","none"
941,0,1,0,1,32,"30-44","secondary","city","opp"
942,0,1,0,0,52,"45-59","higher","rural","gov"
943,0,1,0,0,42,"30-44","higher","rural","none"
944,0,1,0,0,81,"60+","secondary","rural","none"
945,0,1,0,1,68,"60+","secondary","city","gov"
946,1,0,0,1,40,"30-44","basic","rural","opp"
947,0,1,0,0,51,"45-59","secondary","rural","opp"
948,0,1,0,1,63,"60+","basic","city","opp"
949,0,1,0,0,51,"45-59","basic","town","opp"
950,1,0,0,1,49,"45-59","basic","town","none"
951,1,0,0,1,66,"60+","secondary","rural","none"
952,1,0,0,0,50,"45-59","higher","city","none"
953,0,1,0,0,50,"45-59","secondary","city","none"
954,1,0,0,0,31,"30-44","secondary","town","none"
955,0,1,0,1,42,"30-44","secondary","rural","opp"
956,0,1,0,1,66,"60+","secondary","town","gov"
957,0,1,0,0,42,"30-44","secondary","city","opp"
958,1,0,0,1,33,"30-44","secondary","rural","opp"
959,1,0,0,1,41,"30-44","higher","city","gov"
960,1,0,0,0,64,"60+","higher","town","none"
961,1,0,1,1,48,"45-59","secondary","town","gov"
962,1,0,0,0,21,"18-29","higher","town","gov"
